signal,dte,delta_target,tp,time_stop_h,sl,n_fires,mean_exit_multiple,median_exit_multiple,std_exit_multiple,win_rate,hit_tp_pct,hit_sl_pct,hit_ts_pct,hit_expiry_pct,mean_entry_ask_usd,expected_dollar_pnl,median_dollar_pnl
pullback,4,0.3,,20,,40,0.8973,0.7878,0.3915,0.25,0.0,0.0,1.0,0.0,1586.08,-127.59,-319.74
pullback,4,0.3,,20,0.3,40,0.8829,0.7756,0.4049,0.25,0.0,0.025,0.975,0.0,1586.08,-163.34,-319.74
pullback,4,0.3,,20,0.5,40,0.8881,0.7756,0.3974,0.25,0.0,0.1,0.9,0.0,1586.08,-152.78,-319.74
pullback,4,0.3,1.3,4,,40,0.8963,0.8605,0.1313,0.125,0.05,0.0,0.95,0.0,1586.08,-146.76,-199.18
pullback,4,0.3,1.3,4,0.3,40,0.8963,0.8605,0.1313,0.125,0.05,0.0,0.95,0.0,1586.08,-146.76,-199.18
pullback,4,0.3,1.3,4,0.5,40,0.8963,0.8605,0.1313,0.125,0.05,0.0,0.95,0.0,1586.08,-146.76,-199.18
pullback,4,0.3,1.3,8,,40,0.8806,0.8297,0.1894,0.175,0.1,0.0,0.9,0.0,1586.08,-168.8,-261.01
pullback,4,0.3,1.3,8,0.3,40,0.8806,0.8297,0.1894,0.175,0.1,0.0,0.9,0.0,1586.08,-168.8,-261.01
pullback,4,0.3,1.3,8,0.5,40,0.8806,0.8297,0.1894,0.175,0.1,0.0,0.9,0.0,1586.08,-168.8,-261.01
pullback,4,0.3,1.3,12,,40,0.8869,0.7903,0.2356,0.225,0.175,0.0,0.825,0.0,1586.08,-156.05,-314.58
pullback,4,0.3,1.3,12,0.3,40,0.8869,0.7903,0.2356,0.225,0.175,0.0,0.825,0.0,1586.08,-156.05,-314.58
pullback,4,0.3,1.3,12,0.5,40,0.8869,0.7903,0.2356,0.225,0.175,0.0,0.825,0.0,1586.08,-156.05,-314.58
pullback,4,0.3,1.3,16,,40,0.8808,0.7961,0.2443,0.25,0.175,0.0,0.825,0.0,1586.08,-154.54,-289.22
pullback,4,0.3,1.3,16,0.3,40,0.8808,0.7961,0.2443,0.25,0.175,0.0,0.825,0.0,1586.08,-154.54,-289.22
pullback,4,0.3,1.3,16,0.5,40,0.8808,0.7961,0.2443,0.25,0.175,0.0,0.825,0.0,1586.08,-154.54,-289.22
pullback,4,0.3,1.3,20,,40,0.9372,0.828,0.3105,0.35,0.325,0.0,0.675,0.0,1586.08,-60.81,-266.58
pullback,4,0.3,1.3,20,0.3,40,0.9372,0.828,0.3105,0.35,0.325,0.0,0.675,0.0,1586.08,-60.81,-266.58
pullback,4,0.3,1.3,20,0.5,40,0.9404,0.828,0.3051,0.35,0.325,0.05,0.625,0.0,1586.08,-56.95,-266.58
pullback,4,0.3,1.5,4,,40,0.9007,0.8605,0.1523,0.125,0.025,0.0,0.975,0.0,1586.08,-133.69,-199.18
pullback,4,0.3,1.5,4,0.3,40,0.9007,0.8605,0.1523,0.125,0.025,0.0,0.975,0.0,1586.08,-133.69,-199.18
pullback,4,0.3,1.5,4,0.5,40,0.9007,0.8605,0.1523,0.125,0.025,0.0,0.975,0.0,1586.08,-133.69,-199.18
pullback,4,0.3,1.5,8,,40,0.8714,0.8297,0.1807,0.175,0.025,0.0,0.975,0.0,1586.08,-175.76,-261.01
pullback,4,0.3,1.5,8,0.3,40,0.8714,0.8297,0.1807,0.175,0.025,0.0,0.975,0.0,1586.08,-175.76,-261.01
pullback,4,0.3,1.5,8,0.5,40,0.8714,0.8297,0.1807,0.175,0.025,0.0,0.975,0.0,1586.08,-175.76,-261.01
pullback,4,0.3,1.5,12,,40,0.859,0.7903,0.2065,0.175,0.025,0.0,0.975,0.0,1586.08,-195.07,-314.58
pullback,4,0.3,1.5,12,0.3,40,0.859,0.7903,0.2065,0.175,0.025,0.0,0.975,0.0,1586.08,-195.07,-314.58
pullback,4,0.3,1.5,12,0.5,40,0.859,0.7903,0.2065,0.175,0.025,0.0,0.975,0.0,1586.08,-195.07,-314.58
pullback,4,0.3,1.5,16,,40,0.8559,0.7772,0.2556,0.175,0.075,0.0,0.925,0.0,1586.08,-185.65,-338.45
pullback,4,0.3,1.5,16,0.3,40,0.8559,0.7772,0.2556,0.175,0.075,0.0,0.925,0.0,1586.08,-185.65,-338.45
pullback,4,0.3,1.5,16,0.5,40,0.8559,0.7772,0.2556,0.175,0.075,0.0,0.925,0.0,1586.08,-185.65,-338.45
pullback,4,0.3,1.5,20,,40,0.9263,0.7878,0.3564,0.3,0.175,0.0,0.825,0.0,1586.08,-58.29,-302.95
pullback,4,0.3,1.5,20,0.3,40,0.9263,0.7878,0.3564,0.3,0.175,0.0,0.825,0.0,1586.08,-58.29,-302.95
pullback,4,0.3,1.5,20,0.5,40,0.9279,0.7878,0.3537,0.3,0.175,0.075,0.75,0.0,1586.08,-56.64,-302.95
pullback,4,0.3,2.0,4,,40,0.9053,0.8605,0.1748,0.125,0.0,0.0,1.0,0.0,1586.08,-122.27,-199.18
pullback,4,0.3,2.0,4,0.3,40,0.9053,0.8605,0.1748,0.125,0.0,0.0,1.0,0.0,1586.08,-122.27,-199.18
pullback,4,0.3,2.0,4,0.5,40,0.8706,0.8594,0.1302,0.1,0.0,0.025,0.975,0.0,1586.08,-208.43,-204.79
pullback,4,0.3,2.0,8,,40,0.8838,0.8297,0.2385,0.175,0.025,0.0,0.975,0.0,1586.08,-145.21,-261.01
pullback,4,0.3,2.0,8,0.3,40,0.8838,0.8297,0.2385,0.175,0.025,0.0,0.975,0.0,1586.08,-145.21,-261.01
pullback,4,0.3,2.0,8,0.5,40,0.8413,0.8264,0.1569,0.15,0.0,0.025,0.975,0.0,1586.08,-250.5,-262.2
pullback,4,0.3,2.0,12,,40,0.8713,0.7903,0.2591,0.175,0.025,0.0,0.975,0.0,1586.08,-164.52,-314.58
pullback,4,0.3,2.0,12,0.3,40,0.8713,0.7903,0.2591,0.175,0.025,0.0,0.975,0.0,1586.08,-164.52,-314.58
pullback,4,0.3,2.0,12,0.5,40,0.8289,0.7808,0.1838,0.15,0.0,0.025,0.975,0.0,1586.08,-269.81,-320.64
pullback,4,0.3,2.0,16,,40,0.8619,0.7772,0.285,0.175,0.025,0.0,0.975,0.0,1586.08,-166.72,-338.45
pullback,4,0.3,2.0,16,0.3,40,0.8619,0.7772,0.285,0.175,0.025,0.0,0.975,0.0,1586.08,-166.72,-338.45
pullback,4,0.3,2.0,16,0.5,40,0.8195,0.7623,0.217,0.15,0.0,0.025,0.975,0.0,1586.08,-272.01,-351.23
pullback,4,0.3,2.0,20,,40,0.9108,0.7878,0.3656,0.275,0.05,0.0,0.95,0.0,1586.08,-83.17,-302.95
pullback,4,0.3,2.0,20,0.3,40,0.9108,0.7878,0.3656,0.275,0.05,0.0,0.95,0.0,1586.08,-83.17,-302.95
pullback,4,0.3,2.0,20,0.5,40,0.8699,0.7756,0.3194,0.25,0.025,0.1,0.875,0.0,1586.08,-186.81,-319.74
pullback,4,0.3,2.5,4,,40,0.9053,0.8605,0.1748,0.125,0.0,0.0,1.0,0.0,1586.08,-122.27,-199.18
pullback,4,0.3,2.5,4,0.3,40,0.9053,0.8605,0.1748,0.125,0.0,0.0,1.0,0.0,1586.08,-122.27,-199.18
pullback,4,0.3,2.5,4,0.5,40,0.8706,0.8594,0.1302,0.1,0.0,0.025,0.975,0.0,1586.08,-208.43,-204.79
pullback,4,0.3,2.5,8,,40,0.8728,0.8297,0.1863,0.175,0.0,0.0,1.0,0.0,1586.08,-172.45,-261.01
pullback,4,0.3,2.5,8,0.3,40,0.8377,0.8264,0.1688,0.15,0.0,0.025,0.975,0.0,1586.08,-259.41,-262.2
pullback,4,0.3,2.5,8,0.5,40,0.8413,0.8264,0.1569,0.15,0.0,0.025,0.975,0.0,1586.08,-250.5,-262.2
pullback,4,0.3,2.5,12,,40,0.8478,0.7903,0.1756,0.175,0.0,0.0,1.0,0.0,1586.08,-223.02,-314.58
pullback,4,0.3,2.5,12,0.3,40,0.8253,0.7808,0.1939,0.15,0.0,0.025,0.975,0.0,1586.08,-278.71,-320.64
pullback,4,0.3,2.5,12,0.5,40,0.8289,0.7808,0.1838,0.15,0.0,0.025,0.975,0.0,1586.08,-269.81,-320.64
pullback,4,0.3,2.5,16,,40,0.8384,0.7772,0.2109,0.175,0.0,0.0,1.0,0.0,1586.08,-225.12,-338.45
pullback,4,0.3,2.5,16,0.3,40,0.8159,0.7623,0.2254,0.15,0.0,0.025,0.975,0.0,1586.08,-280.92,-351.23
pullback,4,0.3,2.5,16,0.5,40,0.8195,0.7623,0.217,0.15,0.0,0.025,0.975,0.0,1586.08,-272.01,-351.23
pullback,4,0.3,2.5,20,,40,0.8953,0.7878,0.3821,0.25,0.025,0.0,0.975,0.0,1586.08,-131.28,-319.74
pullback,4,0.3,2.5,20,0.3,40,0.8809,0.7756,0.3957,0.25,0.025,0.025,0.95,0.0,1586.08,-167.02,-319.74
pullback,4,0.3,2.5,20,0.5,40,0.8861,0.7756,0.3881,0.25,0.025,0.1,0.875,0.0,1586.08,-156.47,-319.74
pullback,4,0.35,,4,,40,0.9213,0.8824,0.1651,0.125,0.0,0.0,1.0,0.0,1926.83,-132.48,-200.65
pullback,4,0.35,,4,0.3,40,0.9213,0.8824,0.1651,0.125,0.0,0.0,1.0,0.0,1926.83,-132.48,-200.65
pullback,4,0.35,,4,0.5,40,0.8865,0.8808,0.1217,0.1,0.0,0.025,0.975,0.0,1926.83,-218.64,-208.59
pullback,4,0.35,,8,,40,0.8887,0.852,0.1714,0.175,0.0,0.0,1.0,0.0,1926.83,-189.52,-257.73
pullback,4,0.35,,8,0.3,40,0.8537,0.8458,0.156,0.15,0.0,0.025,0.975,0.0,1926.83,-276.48,-271.75
pullback,4,0.35,,8,0.5,40,0.8573,0.8458,0.1426,0.15,0.0,0.025,0.975,0.0,1926.83,-267.57,-271.75
pullback,4,0.35,,12,,40,0.8658,0.839,0.1574,0.175,0.0,0.0,1.0,0.0,1926.83,-245.79,-314.77
pullback,4,0.35,,12,0.3,40,0.8434,0.8352,0.1799,0.15,0.0,0.025,0.975,0.0,1926.83,-301.49,-316.45
pullback,4,0.35,,12,0.5,40,0.847,0.8352,0.1687,0.15,0.0,0.025,0.975,0.0,1926.83,-292.58,-316.45
pullback,4,0.35,,16,,40,0.8515,0.8066,0.1878,0.125,0.0,0.0,1.0,0.0,1926.83,-262.71,-351.86
pullback,4,0.35,,16,0.3,40,0.829,0.8002,0.2054,0.1,0.0,0.025,0.975,0.0,1926.83,-318.51,-356.94
pullback,4,0.35,,16,0.5,40,0.8326,0.8002,0.1959,0.1,0.0,0.025,0.975,0.0,1926.83,-309.61,-356.94
pullback,4,0.35,,20,,40,0.8963,0.8094,0.4069,0.25,0.0,0.0,1.0,0.0,1926.83,-212.4,-346.72
pullback,4,0.35,,20,0.3,40,0.8826,0.8041,0.4185,0.25,0.0,0.05,0.95,0.0,1926.83,-246.0,-346.72
pullback,4,0.35,,20,0.5,40,0.8875,0.8041,0.412,0.25,0.0,0.1,0.9,0.0,1926.83,-234.93,-346.72
pullback,4,0.35,1.3,4,,40,0.9122,0.8824,0.1193,0.125,0.05,0.0,0.95,0.0,1926.83,-156.97,-200.65
pullback,4,0.35,1.3,4,0.3,40,0.9122,0.8824,0.1193,0.125,0.05,0.0,0.95,0.0,1926.83,-156.97,-200.65
pullback,4,0.35,1.3,4,0.5,40,0.9122,0.8824,0.1193,0.125,0.05,0.0,0.95,0.0,1926.83,-156.97,-200.65
pullback,4,0.35,1.3,8,,40,0.8963,0.852,0.1701,0.175,0.1,0.0,0.9,0.0,1926.83,-179.26,-257.73
pullback,4,0.35,1.3,8,0.3,40,0.8963,0.852,0.1701,0.175,0.1,0.0,0.9,0.0,1926.83,-179.26,-257.73
pullback,4,0.35,1.3,8,0.5,40,0.8963,0.852,0.1701,0.175,0.1,0.0,0.9,0.0,1926.83,-179.26,-257.73
pullback,4,0.35,1.3,12,,40,0.8978,0.839,0.2022,0.225,0.15,0.0,0.85,0.0,1926.83,-177.28,-302.29
pullback,4,0.35,1.3,12,0.3,40,0.8978,0.839,0.2022,0.225,0.15,0.0,0.85,0.0,1926.83,-177.28,-302.29
pullback,4,0.35,1.3,12,0.5,40,0.8978,0.839,0.2022,0.225,0.15,0.0,0.85,0.0,1926.83,-177.28,-302.29
pullback,4,0.35,1.3,16,,40,0.8839,0.8214,0.2122,0.2,0.15,0.0,0.85,0.0,1926.83,-190.83,-330.77
pullback,4,0.35,1.3,16,0.3,40,0.8839,0.8214,0.2122,0.2,0.15,0.0,0.85,0.0,1926.83,-190.83,-330.77
pullback,4,0.35,1.3,16,0.5,40,0.8839,0.8214,0.2122,0.2,0.15,0.0,0.85,0.0,1926.83,-190.83,-330.77
pullback,4,0.35,1.3,20,,40,0.9051,0.8222,0.3037,0.325,0.25,0.0,0.75,0.0,1926.83,-182.0,-328.57
pullback,4,0.35,1.3,20,0.3,40,0.9057,0.8222,0.3019,0.325,0.25,0.025,0.725,0.0,1926.83,-179.86,-328.57
pullback,4,0.35,1.3,20,0.5,40,0.9071,0.8222,0.2998,0.325,0.25,0.075,0.675,0.0,1926.83,-177.7,-328.57
pullback,4,0.35,1.5,4,,40,0.9167,0.8824,0.1416,0.125,0.025,0.0,0.975,0.0,1926.83,-143.9,-200.65
pullback,4,0.35,1.5,4,0.3,40,0.9167,0.8824,0.1416,0.125,0.025,0.0,0.975,0.0,1926.83,-143.9,-200.65
pullback,4,0.35,1.5,4,0.5,40,0.9167,0.8824,0.1416,0.125,0.025,0.0,0.975,0.0,1926.83,-143.9,-200.65
pullback,4,0.35,1.5,8,,40,0.8874,0.852,0.1655,0.175,0.025,0.0,0.975,0.0,1926.83,-192.83,-257.73
pullback,4,0.35,1.5,8,0.3,40,0.8874,0.852,0.1655,0.175,0.025,0.0,0.975,0.0,1926.83,-192.83,-257.73
pullback,4,0.35,1.5,8,0.5,40,0.8874,0.852,0.1655,0.175,0.025,0.0,0.975,0.0,1926.83,-192.83,-257.73
pullback,4,0.35,1.5,12,,40,0.8771,0.839,0.1902,0.175,0.025,0.0,0.975,0.0,1926.83,-217.84,-314.77
pullback,4,0.35,1.5,12,0.3,40,0.8771,0.839,0.1902,0.175,0.025,0.0,0.975,0.0,1926.83,-217.84,-314.77
pullback,4,0.35,1.5,12,0.5,40,0.8771,0.839,0.1902,0.175,0.025,0.0,0.975,0.0,1926.83,-217.84,-314.77
pullback,4,0.35,1.5,16,,40,0.8693,0.8066,0.2358,0.125,0.075,0.0,0.925,0.0,1926.83,-221.48,-351.86
pullback,4,0.35,1.5,16,0.3,40,0.8693,0.8066,0.2358,0.125,0.075,0.0,0.925,0.0,1926.83,-221.48,-351.86
pullback,4,0.35,1.5,16,0.5,40,0.8693,0.8066,0.2358,0.125,0.075,0.0,0.925,0.0,1926.83,-221.48,-351.86
pullback,4,0.35,1.5,20,,40,0.9043,0.8094,0.3487,0.275,0.15,0.0,0.85,0.0,1926.83,-185.23,-341.19
pullback,4,0.35,1.5,20,0.3,40,0.9049,0.8094,0.3472,0.275,0.15,0.025,0.825,0.0,1926.83,-183.08,-341.19
pullback,4,0.35,1.5,20,0.5,40,0.9063,0.8094,0.3454,0.275,0.15,0.075,0.775,0.0,1926.83,-180.92,-341.19
pullback,4,0.35,2.0,4,,40,0.9213,0.8824,0.1651,0.125,0.0,0.0,1.0,0.0,1926.83,-132.48,-200.65
pullback,4,0.35,2.0,4,0.3,40,0.9213,0.8824,0.1651,0.125,0.0,0.0,1.0,0.0,1926.83,-132.48,-200.65
pullback,4,0.35,2.0,4,0.5,40,0.8865,0.8808,0.1217,0.1,0.0,0.025,0.975,0.0,1926.83,-218.64,-208.59
pullback,4,0.35,2.0,8,,40,0.8997,0.852,0.2263,0.175,0.025,0.0,0.975,0.0,1926.83,-162.28,-257.73
pullback,4,0.35,2.0,8,0.3,40,0.8997,0.852,0.2263,0.175,0.025,0.0,0.975,0.0,1926.83,-162.28,-257.73
pullback,4,0.35,2.0,8,0.5,40,0.8573,0.8458,0.1426,0.15,0.0,0.025,0.975,0.0,1926.83,-267.57,-271.75
pullback,4,0.35,2.0,12,,40,0.8894,0.839,0.2454,0.175,0.025,0.0,0.975,0.0,1926.83,-187.29,-314.77
pullback,4,0.35,2.0,12,0.3,40,0.8894,0.839,0.2454,0.175,0.025,0.0,0.975,0.0,1926.83,-187.29,-314.77
pullback,4,0.35,2.0,12,0.5,40,0.847,0.8352,0.1687,0.15,0.0,0.025,0.975,0.0,1926.83,-292.58,-316.45
pullback,4,0.35,2.0,16,,40,0.8751,0.8066,0.2672,0.125,0.025,0.0,0.975,0.0,1926.83,-204.31,-351.86
pullback,4,0.35,2.0,16,0.3,40,0.8751,0.8066,0.2672,0.125,0.025,0.0,0.975,0.0,1926.83,-204.31,-351.86
pullback,4,0.35,2.0,16,0.5,40,0.8326,0.8002,0.1959,0.1,0.0,0.025,0.975,0.0,1926.83,-309.61,-356.94
pullback,4,0.35,2.0,20,,40,0.9098,0.8094,0.3821,0.275,0.05,0.0,0.95,0.0,1926.83,-167.97,-341.19
pullback,4,0.35,2.0,20,0.3,40,0.9105,0.8094,0.3807,0.275,0.05,0.025,0.925,0.0,1926.83,-165.83,-341.19
pullback,4,0.35,2.0,20,0.5,40,0.8694,0.8041,0.3374,0.25,0.025,0.1,0.875,0.0,1926.83,-268.96,-346.72
pullback,4,0.35,2.5,4,,40,0.9213,0.8824,0.1651,0.125,0.0,0.0,1.0,0.0,1926.83,-132.48,-200.65
pullback,4,0.35,2.5,4,0.3,40,0.9213,0.8824,0.1651,0.125,0.0,0.0,1.0,0.0,1926.83,-132.48,-200.65
pullback,4,0.35,2.5,4,0.5,40,0.8865,0.8808,0.1217,0.1,0.0,0.025,0.975,0.0,1926.83,-218.64,-208.59
pullback,4,0.35,2.5,8,,40,0.8887,0.852,0.1714,0.175,0.0,0.0,1.0,0.0,1926.83,-189.52,-257.73
pullback,4,0.35,2.5,8,0.3,40,0.8537,0.8458,0.156,0.15,0.0,0.025,0.975,0.0,1926.83,-276.48,-271.75
pullback,4,0.35,2.5,8,0.5,40,0.8573,0.8458,0.1426,0.15,0.0,0.025,0.975,0.0,1926.83,-267.57,-271.75
pullback,4,0.35,2.5,12,,40,0.8658,0.839,0.1574,0.175,0.0,0.0,1.0,0.0,1926.83,-245.79,-314.77
pullback,4,0.35,2.5,12,0.3,40,0.8434,0.8352,0.1799,0.15,0.0,0.025,0.975,0.0,1926.83,-301.49,-316.45
pullback,4,0.35,2.5,12,0.5,40,0.847,0.8352,0.1687,0.15,0.0,0.025,0.975,0.0,1926.83,-292.58,-316.45
pullback,4,0.35,2.5,16,,40,0.8515,0.8066,0.1878,0.125,0.0,0.0,1.0,0.0,1926.83,-262.71,-351.86
pullback,4,0.35,2.5,16,0.3,40,0.829,0.8002,0.2054,0.1,0.0,0.025,0.975,0.0,1926.83,-318.51,-356.94
pullback,4,0.35,2.5,16,0.5,40,0.8326,0.8002,0.1959,0.1,0.0,0.025,0.975,0.0,1926.83,-309.61,-356.94
pullback,4,0.35,2.5,20,,40,0.8944,0.8094,0.3978,0.25,0.025,0.0,0.975,0.0,1926.83,-216.08,-346.72
pullback,4,0.35,2.5,20,0.3,40,0.8806,0.8041,0.4096,0.25,0.025,0.05,0.925,0.0,1926.83,-249.68,-346.72
pullback,4,0.35,2.5,20,0.5,40,0.8856,0.8041,0.403,0.25,0.025,0.1,0.875,0.0,1926.83,-238.62,-346.72
pullback,4,0.4,,4,,40,0.9088,0.9048,0.0824,0.125,0.0,0.0,1.0,0.0,2311.05,-200.38,-233.07
pullback,4,0.4,,4,0.3,40,0.9088,0.9048,0.0824,0.125,0.0,0.0,1.0,0.0,2311.05,-200.38,-233.07
pullback,4,0.4,,4,0.5,40,0.9088,0.9048,0.0824,0.125,0.0,0.0,1.0,0.0,2311.05,-200.38,-233.07
pullback,4,0.4,,8,,40,0.8733,0.8798,0.1517,0.15,0.0,0.0,1.0,0.0,2311.05,-298.5,-282.32
pullback,4,0.4,,8,0.3,40,0.8731,0.8798,0.1528,0.15,0.0,0.025,0.975,0.0,2311.05,-299.27,-282.32
pullback,4,0.4,,8,0.5,40,0.8798,0.8798,0.1251,0.15,0.0,0.025,0.975,0.0,2311.05,-277.85,-282.32
pullback,4,0.4,,12,,40,0.8847,0.8426,0.1355,0.175,0.0,0.0,1.0,0.0,2311.05,-252.79,-355.89
pullback,4,0.4,,12,0.3,40,0.862,0.8403,0.1707,0.15,0.0,0.025,0.975,0.0,2311.05,-324.65,-362.21
pullback,4,0.4,,12,0.5,40,0.8687,0.8403,0.1469,0.15,0.0,0.025,0.975,0.0,2311.05,-303.23,-362.21
pullback,4,0.4,,16,,40,0.8596,0.813,0.1792,0.15,0.0,0.0,1.0,0.0,2311.05,-316.82,-402.52
pullback,4,0.4,,16,0.3,40,0.8231,0.8082,0.2088,0.125,0.0,0.05,0.95,0.0,2311.05,-413.53,-418.09
pullback,4,0.4,,16,0.5,40,0.8299,0.8082,0.1913,0.125,0.0,0.05,0.95,0.0,2311.05,-392.11,-418.09
pullback,4,0.4,,20,,40,0.9082,0.8437,0.3459,0.275,0.0,0.0,1.0,0.0,2311.05,-215.04,-382.99
pullback,4,0.4,,20,0.3,40,0.8363,0.8322,0.2996,0.25,0.0,0.075,0.925,0.0,2311.05,-409.24,-389.9
pullback,4,0.4,,20,0.5,40,0.8436,0.8322,0.2867,0.25,0.0,0.1,0.9,0.0,2311.05,-387.0,-389.9
pullback,4,0.4,1.3,4,,40,0.9179,0.9048,0.1048,0.15,0.025,0.0,0.975,0.0,2311.05,-171.57,-233.07
pullback,4,0.4,1.3,4,0.3,40,0.9179,0.9048,0.1048,0.15,0.025,0.0,0.975,0.0,2311.05,-171.57,-233.07
pullback,4,0.4,1.3,4,0.5,40,0.9179,0.9048,0.1048,0.15,0.025,0.0,0.975,0.0,2311.05,-171.57,-233.07
pullback,4,0.4,1.3,8,,40,0.9111,0.8816,0.1451,0.175,0.075,0.0,0.925,0.0,2311.05,-189.11,-278.11
pullback,4,0.4,1.3,8,0.3,40,0.9111,0.8816,0.1451,0.175,0.075,0.0,0.925,0.0,2311.05,-189.11,-278.11
pullback,4,0.4,1.3,8,0.5,40,0.9111,0.8816,0.1451,0.175,0.075,0.0,0.925,0.0,2311.05,-189.11,-278.11
pullback,4,0.4,1.3,12,,40,0.9159,0.845,0.1837,0.225,0.125,0.0,0.875,0.0,2311.05,-176.43,-355.89
pullback,4,0.4,1.3,12,0.3,40,0.9159,0.845,0.1837,0.225,0.125,0.0,0.875,0.0,2311.05,-176.43,-355.89
pullback,4,0.4,1.3,12,0.5,40,0.9159,0.845,0.1837,0.225,0.125,0.0,0.875,0.0,2311.05,-176.43,-355.89
pullback,4,0.4,1.3,16,,40,0.9088,0.8482,0.1917,0.225,0.125,0.0,0.875,0.0,2311.05,-184.15,-365.76
pullback,4,0.4,1.3,16,0.3,40,0.9088,0.8482,0.1917,0.225,0.125,0.0,0.875,0.0,2311.05,-184.15,-365.76
pullback,4,0.4,1.3,16,0.5,40,0.9088,0.8482,0.1917,0.225,0.125,0.0,0.875,0.0,2311.05,-184.15,-365.76
pullback,4,0.4,1.3,20,,40,0.9284,0.8541,0.2869,0.35,0.25,0.0,0.75,0.0,2311.05,-169.05,-330.62
pullback,4,0.4,1.3,20,0.3,40,0.929,0.8541,0.285,0.35,0.25,0.025,0.725,0.0,2311.05,-166.9,-330.62
pullback,4,0.4,1.3,20,0.5,40,0.9295,0.8541,0.2843,0.35,0.25,0.05,0.7,0.0,2311.05,-166.09,-330.62
pullback,4,0.4,1.5,4,,40,0.9225,0.9048,0.125,0.15,0.025,0.0,0.975,0.0,2311.05,-157.02,-233.07
pullback,4,0.4,1.5,4,0.3,40,0.9225,0.9048,0.125,0.15,0.025,0.0,0.975,0.0,2311.05,-157.02,-233.07
pullback,4,0.4,1.5,4,0.5,40,0.9225,0.9048,0.125,0.15,0.025,0.0,0.975,0.0,2311.05,-157.02,-233.07
pullback,4,0.4,1.5,8,,40,0.906,0.8816,0.1428,0.175,0.025,0.0,0.975,0.0,2311.05,-195.24,-278.11
pullback,4,0.4,1.5,8,0.3,40,0.906,0.8816,0.1428,0.175,0.025,0.0,0.975,0.0,2311.05,-195.24,-278.11
pullback,4,0.4,1.5,8,0.5,40,0.906,0.8816,0.1428,0.175,0.025,0.0,0.975,0.0,2311.05,-195.24,-278.11
pullback,4,0.4,1.5,12,,40,0.8949,0.8426,0.1641,0.175,0.025,0.0,0.975,0.0,2311.05,-220.62,-355.89
pullback,4,0.4,1.5,12,0.3,40,0.8949,0.8426,0.1641,0.175,0.025,0.0,0.975,0.0,2311.05,-220.62,-355.89
pullback,4,0.4,1.5,12,0.5,40,0.8949,0.8426,0.1641,0.175,0.025,0.0,0.975,0.0,2311.05,-220.62,-355.89
pullback,4,0.4,1.5,16,,40,0.8915,0.821,0.199,0.175,0.05,0.0,0.95,0.0,2311.05,-218.46,-392.95
pullback,4,0.4,1.5,16,0.3,40,0.8594,0.813,0.2195,0.15,0.05,0.025,0.925,0.0,2311.05,-301.1,-402.52
pullback,4,0.4,1.5,16,0.5,40,0.8594,0.813,0.2195,0.15,0.05,0.025,0.925,0.0,2311.05,-301.1,-402.52
pullback,4,0.4,1.5,20,,40,0.9209,0.8474,0.3191,0.3,0.125,0.0,0.875,0.0,2311.05,-174.35,-357.5
pullback,4,0.4,1.5,20,0.3,40,0.8833,0.8437,0.3217,0.275,0.1,0.05,0.85,0.0,2311.05,-270.64,-382.99
pullback,4,0.4,1.5,20,0.5,40,0.8838,0.8437,0.3211,0.275,0.1,0.075,0.825,0.0,2311.05,-269.82,-382.99
pullback,4,0.4,2.0,4,,40,0.9088,0.9048,0.0824,0.125,0.0,0.0,1.0,0.0,2311.05,-200.38,-233.07
pullback,4,0.4,2.0,4,0.3,40,0.9088,0.9048,0.0824,0.125,0.0,0.0,1.0,0.0,2311.05,-200.38,-233.07
pullback,4,0.4,2.0,4,0.5,40,0.9088,0.9048,0.0824,0.125,0.0,0.0,1.0,0.0,2311.05,-200.38,-233.07
pullback,4,0.4,2.0,8,,40,0.8733,0.8798,0.1517,0.15,0.0,0.0,1.0,0.0,2311.05,-298.5,-282.32
pullback,4,0.4,2.0,8,0.3,40,0.8731,0.8798,0.1528,0.15,0.0,0.025,0.975,0.0,2311.05,-299.27,-282.32
pullback,4,0.4,2.0,8,0.5,40,0.8798,0.8798,0.1251,0.15,0.0,0.025,0.975,0.0,2311.05,-277.85,-282.32
pullback,4,0.4,2.0,12,,40,0.8847,0.8426,0.1355,0.175,0.0,0.0,1.0,0.0,2311.05,-252.79,-355.89
pullback,4,0.4,2.0,12,0.3,40,0.862,0.8403,0.1707,0.15,0.0,0.025,0.975,0.0,2311.05,-324.65,-362.21
pullback,4,0.4,2.0,12,0.5,40,0.8687,0.8403,0.1469,0.15,0.0,0.025,0.975,0.0,2311.05,-303.23,-362.21
pullback,4,0.4,2.0,16,,40,0.8596,0.813,0.1792,0.15,0.0,0.0,1.0,0.0,2311.05,-316.82,-402.52
pullback,4,0.4,2.0,16,0.3,40,0.8231,0.8082,0.2088,0.125,0.0,0.05,0.95,0.0,2311.05,-413.53,-418.09
pullback,4,0.4,2.0,16,0.5,40,0.8299,0.8082,0.1913,0.125,0.0,0.05,0.95,0.0,2311.05,-392.11,-418.09
pullback,4,0.4,2.0,20,,40,0.903,0.8437,0.3245,0.275,0.025,0.0,0.975,0.0,2311.05,-228.42,-382.99
pullback,4,0.4,2.0,20,0.3,40,0.8363,0.8322,0.2996,0.25,0.0,0.075,0.925,0.0,2311.05,-409.24,-389.9
