signal,fire_ts,date,hour_utc,rv_rank,dte,delta_target,call_strike,call_actual_delta,call_delta_dist,call_actual_iv,call_ask_usd,call_bid_usd,call_spread_pct,put_strike,put_actual_delta,put_delta_dist,put_actual_iv,put_ask_usd,put_bid_usd,put_spread_pct,straddle_ask_usd,straddle_bid_usd,straddle_spread_pct,straddle_pct_spot,spot_usd,hours_to_expiry,available,skip_reason
vol_burst,2026-02-09T00:00:00+00:00,2026-02-09,0,0.7139,3,0.4,72000.0,0.378,0.022,65.8,1195.58,1090.08,8.82,69000.0,-0.3669,0.0331,71.97,1301.07,1195.58,8.11,2496.65,2285.66,8.45,3.55,70328.03,80.0,True,
vol_burst,2026-02-09T00:00:00+00:00,2026-02-09,0,0.7139,4,0.1,77000.0,0.1034,0.0034,62.45,232.08,196.92,15.15,62000.0,-0.0903,0.0097,91.33,323.51,288.34,10.87,555.59,485.26,12.66,0.79,70328.03,104.0,True,
vol_burst,2026-02-09T00:00:00+00:00,2026-02-09,0,0.7139,4,0.15,76000.0,0.1408,0.0092,62.09,337.57,295.38,12.5,64000.0,-0.1356,0.0144,84.09,492.3,421.97,14.29,829.87,717.35,13.56,1.18,70328.03,104.0,True,
vol_burst,2026-02-09T00:00:00+00:00,2026-02-09,0,0.7139,4,0.2,75000.0,0.1915,0.0085,62.66,492.3,421.97,14.29,66000.0,-0.2077,0.0077,78.33,773.61,703.28,9.09,1265.9,1125.25,11.11,1.8,70328.03,104.0,True,
vol_burst,2026-02-09T00:00:00+00:00,2026-02-09,0,0.7139,4,0.25,74000.0,0.2513,0.0013,63.27,703.28,632.95,10.0,67000.0,-0.2543,0.0043,75.26,949.43,879.1,7.41,1652.71,1512.05,8.51,2.35,70328.03,104.0,True,
vol_burst,2026-02-09T00:00:00+00:00,2026-02-09,0,0.7139,4,0.3,73000.0,0.3212,0.0212,64.13,1019.76,914.26,10.34,68000.0,-0.3104,0.0104,72.68,1195.58,1125.25,5.88,2215.33,2039.51,7.94,3.15,70328.03,104.0,True,
vol_burst,2026-02-09T00:00:00+00:00,2026-02-09,0,0.7139,4,0.35,73000.0,0.3212,0.0288,64.13,1019.76,914.26,10.34,69000.0,-0.3748,0.0248,70.04,1512.05,1406.56,6.98,2531.81,2320.82,8.33,3.6,70328.03,104.0,True,
vol_burst,2026-02-09T00:00:00+00:00,2026-02-09,0,0.7139,4,0.4,72000.0,0.3954,0.0046,64.43,1371.4,1301.07,5.13,69000.0,-0.3748,0.0252,70.04,1512.05,1406.56,6.98,2883.45,2707.63,6.1,4.1,70328.03,104.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,1,0.1,72000.0,0.0992,0.0008,74.12,116.89,96.26,17.65,64000.0,-0.0973,0.0027,113.27,192.52,165.02,14.29,309.4,261.27,15.56,0.45,68756.41,21.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,1,0.15,71000.0,0.1858,0.0358,74.82,254.4,233.77,8.11,65000.0,-0.1398,0.0102,106.35,275.03,247.52,10.0,529.42,481.29,9.09,0.77,68756.41,21.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,1,0.2,71000.0,0.1858,0.0142,74.82,254.4,233.77,8.11,66000.0,-0.2005,0.0005,99.21,412.54,343.78,16.67,666.94,577.55,13.4,0.97,68756.41,21.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,1,0.25,70000.0,0.3107,0.0607,76.6,550.05,481.29,12.5,67000.0,-0.2865,0.0365,92.89,584.43,550.05,5.88,1134.48,1031.35,9.09,1.65,68756.41,21.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,1,0.3,70000.0,0.3107,0.0107,76.6,550.05,481.29,12.5,67000.0,-0.2865,0.0135,92.89,584.43,550.05,5.88,1134.48,1031.35,9.09,1.65,68756.41,21.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,1,0.35,70000.0,0.3107,0.0393,76.6,550.05,481.29,12.5,68000.0,-0.4005,0.0505,86.56,893.83,825.08,7.69,1443.88,1306.37,9.52,2.1,68756.41,21.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,1,0.4,69000.0,0.4593,0.0593,80.68,962.59,893.83,7.14,68000.0,-0.4005,0.0005,86.56,893.83,825.08,7.69,1856.42,1718.91,7.41,2.7,68756.41,21.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,2,0.1,73000.0,0.1116,0.0116,68.73,178.77,158.14,11.54,64000.0,-0.1483,0.0483,97.3,412.54,343.78,16.67,591.31,501.92,15.12,0.86,68756.41,45.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,2,0.15,72000.0,0.1757,0.0257,69.1,295.65,288.78,2.33,64000.0,-0.1483,0.0017,97.3,412.54,343.78,16.67,708.19,632.56,10.68,1.03,68756.41,45.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,2,0.2,72000.0,0.1757,0.0243,69.1,295.65,288.78,2.33,65000.0,-0.1962,0.0038,93.09,550.05,481.29,12.5,845.7,770.07,8.94,1.23,68756.41,45.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,2,0.25,71000.0,0.2648,0.0148,71.4,550.05,515.67,6.25,66000.0,-0.2555,0.0055,88.2,721.94,653.19,9.52,1271.99,1168.86,8.11,1.85,68756.41,45.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,2,0.3,71000.0,0.2648,0.0352,71.4,550.05,515.67,6.25,67000.0,-0.3305,0.0305,83.84,962.59,893.83,7.14,1512.64,1409.51,6.82,2.2,68756.41,45.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,2,0.35,70000.0,0.3644,0.0144,72.21,893.83,825.08,7.69,67000.0,-0.3305,0.0195,83.84,962.59,893.83,7.14,1856.42,1718.91,7.41,2.7,68756.41,45.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,2,0.4,70000.0,0.3644,0.0356,72.21,893.83,825.08,7.69,68000.0,-0.4213,0.0213,79.67,1271.99,1237.62,2.7,2165.83,2062.69,4.76,3.15,68756.41,45.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,3,0.1,74000.0,0.108,0.008,66.63,206.27,185.64,10.0,64000.0,-0.1818,0.0818,91.23,618.81,550.05,11.11,825.08,735.69,10.83,1.2,68756.41,69.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,3,0.15,73000.0,0.1594,0.0094,67.25,330.03,302.53,8.33,64000.0,-0.1818,0.0318,91.23,618.81,550.05,11.11,948.84,852.58,10.14,1.38,68756.41,69.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,3,0.2,72000.0,0.2279,0.0279,68.96,550.05,481.29,12.5,64000.0,-0.1818,0.0182,91.23,618.81,550.05,11.11,1168.86,1031.35,11.76,1.7,68756.41,69.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,3,0.25,72000.0,0.2279,0.0221,68.96,550.05,481.29,12.5,66000.0,-0.2835,0.0335,83.15,962.59,893.83,7.14,1512.64,1375.13,9.09,2.2,68756.41,69.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,3,0.3,71000.0,0.3062,0.0062,70.19,825.08,756.32,8.33,66000.0,-0.2835,0.0165,83.15,962.59,893.83,7.14,1787.67,1650.15,7.69,2.6,68756.41,69.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,3,0.35,70000.0,0.3911,0.0411,70.8,1168.86,1134.48,2.94,67000.0,-0.3515,0.0015,79.78,1237.62,1168.86,5.56,2406.47,2303.34,4.29,3.5,68756.41,69.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,3,0.4,70000.0,0.3911,0.0089,70.8,1168.86,1134.48,2.94,68000.0,-0.4299,0.0299,76.38,1581.4,1512.64,4.35,2750.26,2647.12,3.75,4.0,68756.41,69.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,4,0.1,75000.0,0.1021,0.0021,65.8,220.02,192.52,12.5,60000.0,-0.0893,0.0107,101.13,323.16,295.65,8.51,543.18,488.17,10.13,0.79,68756.41,93.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,4,0.15,74000.0,0.1405,0.0095,65.43,316.28,295.65,6.52,62000.0,-0.1359,0.0141,94.22,515.67,446.92,13.33,831.95,742.57,10.74,1.21,68756.41,93.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,4,0.2,73000.0,0.193,0.007,66.09,481.29,446.92,7.14,64000.0,-0.2026,0.0026,86.47,756.32,721.94,4.55,1237.62,1168.86,5.56,1.8,68756.41,93.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,4,0.25,72000.0,0.2582,0.0082,67.5,721.94,653.19,9.52,65000.0,-0.2483,0.0017,83.38,928.21,893.83,3.7,1650.15,1547.02,6.25,2.4,68756.41,93.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,4,0.3,71000.0,0.3313,0.0313,69.03,1031.35,962.59,6.67,66000.0,-0.3016,0.0016,79.98,1168.86,1100.1,5.88,2200.21,2062.69,6.25,3.2,68756.41,93.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,4,0.35,71000.0,0.3313,0.0187,69.03,1031.35,962.59,6.67,67000.0,-0.3637,0.0137,76.71,1443.88,1375.13,4.76,2475.23,2337.72,5.56,3.6,68756.41,93.0,True,
vol_burst,2026-02-09T11:00:00+00:00,2026-02-09,11,0.7403,4,0.4,70000.0,0.4069,0.0069,69.45,1409.51,1375.13,2.44,68000.0,-0.4351,0.0351,74.08,1787.67,1753.29,1.92,3197.17,3128.42,2.15,4.65,68756.41,93.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,1,0.1,72000.0,0.0855,0.0145,64.04,76.2,48.49,36.36,66000.0,-0.1093,0.0093,89.89,159.32,138.54,13.04,235.51,187.02,20.59,0.34,69268.34,17.0,False,spread_too_wide
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,1,0.15,71000.0,0.1957,0.0457,65.0,207.81,173.17,16.67,67000.0,-0.1812,0.0312,83.19,270.15,235.51,12.82,477.95,408.68,14.49,0.69,69268.34,17.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,1,0.2,71000.0,0.1957,0.0043,65.0,207.81,173.17,16.67,67000.0,-0.1812,0.0188,83.19,270.15,235.51,12.82,477.95,408.68,14.49,0.69,69268.34,17.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,1,0.25,71000.0,0.1957,0.0543,65.0,207.81,173.17,16.67,68000.0,-0.2929,0.0429,76.95,450.24,415.61,7.69,658.05,588.78,10.53,0.95,69268.34,17.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,1,0.3,70000.0,0.3588,0.0588,65.84,519.51,450.24,13.33,68000.0,-0.2929,0.0071,76.95,450.24,415.61,7.69,969.76,865.85,10.71,1.4,69268.34,17.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,1,0.35,70000.0,0.3588,0.0088,65.84,519.51,450.24,13.33,68000.0,-0.2929,0.0571,76.95,450.24,415.61,7.69,969.76,865.85,10.71,1.4,69268.34,17.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,1,0.4,70000.0,0.3588,0.0412,65.84,519.51,450.24,13.33,69000.0,-0.4485,0.0485,70.95,796.59,727.32,8.7,1316.1,1177.56,10.53,1.9,69268.34,17.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,2,0.1,73000.0,0.1076,0.0076,61.49,145.46,117.76,19.05,64000.0,-0.1006,0.0006,91.89,228.59,200.88,12.12,374.05,318.63,14.81,0.54,69268.34,41.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,2,0.15,72000.0,0.1837,0.0337,62.45,284.0,256.29,9.76,65000.0,-0.1384,0.0116,87.24,318.63,284.0,10.87,602.63,540.29,10.34,0.87,69268.34,41.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,2,0.2,72000.0,0.1837,0.0163,62.45,284.0,256.29,9.76,66000.0,-0.1918,0.0082,82.26,450.24,380.98,15.38,734.24,637.27,13.21,1.06,69268.34,41.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,2,0.25,71000.0,0.2909,0.0409,64.9,554.15,484.88,12.5,67000.0,-0.2615,0.0115,77.75,623.42,588.78,5.56,1177.56,1073.66,8.82,1.7,69268.34,41.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,2,0.3,71000.0,0.2909,0.0091,64.9,554.15,484.88,12.5,67000.0,-0.2615,0.0385,77.75,623.42,588.78,5.56,1177.56,1073.66,8.82,1.7,69268.34,41.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,2,0.35,71000.0,0.2909,0.0591,64.9,554.15,484.88,12.5,68000.0,-0.3515,0.0015,73.58,900.49,831.22,7.69,1454.64,1316.1,9.52,2.1,69268.34,41.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,2,0.4,70000.0,0.4114,0.0114,65.63,935.12,865.85,7.41,68000.0,-0.3515,0.0485,73.58,900.49,831.22,7.69,1835.61,1697.07,7.55,2.65,69268.34,41.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,3,0.1,74000.0,0.1065,0.0065,61.1,180.1,152.39,15.38,64000.0,-0.139,0.039,86.96,415.61,346.34,16.67,595.71,498.73,16.28,0.86,69268.34,65.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,3,0.15,73000.0,0.1634,0.0134,61.15,304.78,277.07,9.09,64000.0,-0.139,0.011,86.96,415.61,346.34,16.67,720.39,623.42,13.46,1.04,69268.34,65.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,3,0.2,73000.0,0.1634,0.0366,61.15,304.78,277.07,9.09,66000.0,-0.2319,0.0319,78.92,692.68,623.42,10.0,997.46,900.49,9.72,1.44,69268.34,65.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,3,0.25,72000.0,0.2406,0.0094,62.77,519.51,450.24,13.33,66000.0,-0.2319,0.0181,78.92,692.68,623.42,10.0,1212.2,1073.66,11.43,1.75,69268.34,65.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,3,0.3,71000.0,0.3322,0.0322,64.69,831.22,761.95,8.33,67000.0,-0.2957,0.0043,74.97,900.49,831.22,7.69,1731.71,1593.17,8.0,2.5,69268.34,65.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,3,0.35,71000.0,0.3322,0.0178,64.69,831.22,761.95,8.33,68000.0,-0.374,0.024,71.29,1177.56,1108.29,5.88,2008.78,1870.25,6.9,2.9,69268.34,65.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,3,0.4,70000.0,0.4332,0.0332,65.42,1246.83,1177.56,5.56,68000.0,-0.374,0.026,71.29,1177.56,1108.29,5.88,2424.39,2285.86,5.71,3.5,69268.34,65.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,4,0.1,75000.0,0.0946,0.0054,59.47,180.1,159.32,11.54,62000.0,-0.1036,0.0036,89.61,332.49,311.71,6.25,512.59,471.02,8.11,0.74,69268.34,89.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,4,0.15,74000.0,0.1379,0.0121,59.42,284.0,256.29,9.76,64000.0,-0.1626,0.0126,82.24,519.51,484.88,6.67,803.51,741.17,7.76,1.16,69268.34,89.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,4,0.2,73000.0,0.1976,0.0024,60.24,450.24,380.98,15.38,65000.0,-0.2036,0.0036,78.69,658.05,623.42,5.26,1108.29,1004.39,9.38,1.6,69268.34,89.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,4,0.25,72000.0,0.2711,0.0211,61.45,692.68,623.42,10.0,66000.0,-0.2532,0.0032,75.28,865.85,796.59,8.0,1558.54,1420.0,8.89,2.25,69268.34,89.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,4,0.3,72000.0,0.2711,0.0289,61.45,692.68,623.42,10.0,67000.0,-0.3139,0.0139,71.89,1108.29,1039.03,6.25,1800.98,1662.44,7.69,2.6,69268.34,89.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,4,0.35,71000.0,0.3555,0.0055,62.87,1004.39,935.12,6.9,67000.0,-0.3139,0.0361,71.89,1108.29,1039.03,6.25,2112.68,1974.15,6.56,3.05,69268.34,89.0,True,
vol_burst,2026-02-09T15:00:00+00:00,2026-02-09,15,0.7431,4,0.4,70000.0,0.4416,0.0416,63.77,1454.64,1385.37,4.76,68000.0,-0.3871,0.013,68.73,1385.37,1316.1,5.0,2840.0,2701.47,4.88,4.1,69268.34,89.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,1,0.1,72000.0,0.071,0.029,55.09,48.64,34.74,28.57,67000.0,-0.125,0.025,76.61,152.86,132.02,13.64,201.5,166.76,17.24,0.29,69483.07,16.0,False,leg_ask_too_low
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,1,0.15,71000.0,0.1937,0.0437,55.73,180.66,159.81,11.54,67000.0,-0.125,0.025,76.61,152.86,132.02,13.64,333.52,291.83,12.5,0.48,69483.07,16.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,1,0.2,71000.0,0.1937,0.0063,55.73,180.66,159.81,11.54,68000.0,-0.2232,0.0232,69.91,284.88,257.09,9.76,465.54,416.9,10.45,0.67,69483.07,16.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,1,0.25,71000.0,0.1937,0.0563,55.73,180.66,159.81,11.54,68000.0,-0.2232,0.0268,69.91,284.88,257.09,9.76,465.54,416.9,10.45,0.67,69483.07,16.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,1,0.3,70000.0,0.4004,0.1004,59.02,521.12,451.64,13.33,68000.0,-0.2232,0.0768,69.91,284.88,257.09,9.76,806.0,708.73,12.07,1.16,69483.07,16.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,1,0.35,70000.0,0.4004,0.0504,59.02,521.12,451.64,13.33,69000.0,-0.3835,0.0335,63.79,521.12,486.38,6.67,1042.25,938.02,10.0,1.5,69483.07,16.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,1,0.4,70000.0,0.4004,0.0004,59.02,521.12,451.64,13.33,69000.0,-0.3835,0.0165,63.79,521.12,486.38,6.67,1042.25,938.02,10.0,1.5,69483.07,16.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,2,0.1,73000.0,0.1062,0.0062,57.2,138.97,111.17,20.0,65000.0,-0.1077,0.0077,82.03,215.4,194.55,9.68,354.36,305.73,13.73,0.51,69483.07,40.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,2,0.15,72000.0,0.1905,0.0405,58.08,277.93,257.09,7.5,66000.0,-0.1546,0.0046,77.49,312.67,284.88,8.89,590.61,541.97,8.24,0.85,69483.07,40.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,2,0.2,72000.0,0.1905,0.0095,58.08,277.93,257.09,7.5,67000.0,-0.2201,0.0201,72.92,486.38,416.9,14.29,764.31,673.99,11.82,1.1,69483.07,40.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,2,0.25,71000.0,0.3004,0.0504,60.7,555.86,486.38,12.5,67000.0,-0.2201,0.0299,72.92,486.38,416.9,14.29,1042.25,903.28,13.33,1.5,69483.07,40.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,2,0.3,71000.0,0.3004,0.0004,60.7,555.86,486.38,12.5,68000.0,-0.3101,0.0101,68.99,694.83,625.35,10.0,1250.7,1111.73,11.11,1.8,69483.07,40.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,2,0.35,71000.0,0.3004,0.0496,60.7,555.86,486.38,12.5,68000.0,-0.3101,0.0399,68.99,694.83,625.35,10.0,1250.7,1111.73,11.11,1.8,69483.07,40.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,2,0.4,70000.0,0.4313,0.0313,61.91,972.76,903.28,7.14,69000.0,-0.431,0.031,65.07,1007.5,938.02,6.9,1980.27,1841.3,7.02,2.85,69483.07,40.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,3,0.1,74000.0,0.106,0.006,57.5,166.76,145.91,12.5,64000.0,-0.1163,0.0163,82.22,291.83,264.04,9.52,458.59,409.95,10.61,0.66,69483.07,64.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,3,0.15,73000.0,0.1605,0.0105,57.68,291.83,264.04,9.52,64000.0,-0.1163,0.0337,82.22,291.83,264.04,9.52,583.66,528.07,9.52,0.84,69483.07,64.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,3,0.2,73000.0,0.1605,0.0395,57.68,291.83,264.04,9.52,66000.0,-0.199,0.001,74.59,521.12,486.38,6.67,812.95,750.42,7.69,1.17,69483.07,64.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,3,0.25,72000.0,0.2526,0.0026,59.44,521.12,451.64,13.33,67000.0,-0.2686,0.0186,71.05,729.57,660.09,9.52,1250.7,1111.73,11.11,1.8,69483.07,64.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,3,0.3,72000.0,0.2526,0.0474,59.44,521.12,451.64,13.33,67000.0,-0.2686,0.0314,71.05,729.57,660.09,9.52,1250.7,1111.73,11.11,1.8,69483.07,64.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,3,0.35,71000.0,0.3493,0.0007,59.97,833.8,764.31,8.33,68000.0,-0.341,0.009,67.62,972.76,903.28,7.14,1806.56,1667.59,7.69,2.6,69483.07,64.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,3,0.4,71000.0,0.3493,0.0507,59.97,833.8,764.31,8.33,69000.0,-0.4357,0.0357,64.47,1285.44,1250.7,2.7,2119.23,2015.01,4.92,3.05,69483.07,64.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,4,0.1,75000.0,0.0957,0.0043,56.99,173.71,145.91,16.0,62000.0,-0.0852,0.0148,85.81,257.09,229.29,10.81,430.8,375.21,12.9,0.62,69483.07,88.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,4,0.15,74000.0,0.1403,0.0097,56.63,277.93,243.19,12.5,64000.0,-0.1381,0.0119,78.39,416.9,382.16,8.33,694.83,625.35,10.0,1.0,69483.07,88.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,4,0.2,73000.0,0.2077,0.0077,58.06,451.64,382.16,15.38,65000.0,-0.1759,0.0241,74.76,555.86,486.38,12.5,1007.5,868.54,13.79,1.45,69483.07,88.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,4,0.25,72000.0,0.2838,0.0338,58.61,694.83,625.35,10.0,66000.0,-0.2261,0.0239,71.87,694.83,625.35,10.0,1389.66,1250.7,10.0,2.0,69483.07,88.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,4,0.3,72000.0,0.2838,0.0162,58.61,694.83,625.35,10.0,67000.0,-0.2861,0.0139,68.7,903.28,868.54,3.85,1598.11,1493.89,6.52,2.3,69483.07,88.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,4,0.35,71000.0,0.3693,0.0193,58.95,1042.25,972.76,6.67,68000.0,-0.3577,0.0077,65.72,1181.21,1111.73,5.88,2223.46,2084.49,6.25,3.2,69483.07,88.0,True,
vol_burst,2026-02-09T16:00:00+00:00,2026-02-09,16,0.7472,4,0.4,71000.0,0.3693,0.0307,58.95,1042.25,972.76,6.67,69000.0,-0.442,0.042,63.38,1528.63,1459.14,4.55,2570.87,2431.91,5.41,3.7,69483.07,88.0,True,
vol_burst,2026-02-10T15:00:00+00:00,2026-02-10,15,0.6181,1,0.1,71000.0,0.0865,0.0135,61.37,68.36,54.69,20.0,65000.0,-0.086,0.014,86.11,116.21,88.87,23.53,184.57,143.56,22.22,0.27,68360.37,17.0,False,leg_ask_too_low
vol_burst,2026-02-10T15:00:00+00:00,2026-02-10,15,0.6181,1,0.15,70000.0,0.2035,0.0535,62.01,211.92,177.74,16.13,66000.0,-0.1477,0.0023,79.08,198.25,170.9,13.79,410.16,348.64,15.0,0.6,68360.37,17.0,True,
vol_burst,2026-02-10T15:00:00+00:00,2026-02-10,15,0.6181,1,0.2,70000.0,0.2035,0.0035,62.01,211.92,177.74,16.13,67000.0,-0.252,0.052,72.3,341.8,314.46,8.0,553.72,492.19,11.11,0.81,68360.37,17.0,True,
vol_burst,2026-02-10T15:00:00+00:00,2026-02-10,15,0.6181,1,0.25,70000.0,0.2035,0.0465,62.01,211.92,177.74,16.13,67000.0,-0.252,0.002,72.3,341.8,314.46,8.0,553.72,492.19,11.11,0.81,68360.37,17.0,True,
vol_burst,2026-02-10T15:00:00+00:00,2026-02-10,15,0.6181,1,0.3,69000.0,0.3823,0.0823,62.55,512.7,444.34,13.33,67000.0,-0.252,0.048,72.3,341.8,314.46,8.0,854.5,758.8,11.2,1.25,68360.37,17.0,True,
vol_burst,2026-02-10T15:00:00+00:00,2026-02-10,15,0.6181,1,0.35,69000.0,0.3823,0.0323,62.55,512.7,444.34,13.33,68000.0,-0.4135,0.0635,66.37,615.24,581.06,5.56,1127.95,1025.41,9.09,1.65,68360.37,17.0,True,
vol_burst,2026-02-10T15:00:00+00:00,2026-02-10,15,0.6181,1,0.4,69000.0,0.3823,0.0177,62.55,512.7,444.34,13.33,68000.0,-0.4135,0.0135,66.37,615.24,581.06,5.56,1127.95,1025.41,9.09,1.65,68360.37,17.0,True,
vol_burst,2026-02-10T15:00:00+00:00,2026-02-10,15,0.6181,2,0.1,72000.0,0.1099,0.0099,60.2,143.56,116.21,19.05,64000.0,-0.1159,0.0159,83.14,239.26,205.08,14.29,382.82,321.29,16.07,0.56,68360.37,41.0,True,
vol_burst,2026-02-10T15:00:00+00:00,2026-02-10,15,0.6181,2,0.15,71000.0,0.1884,0.0384,60.45,287.11,252.93,11.9,64000.0,-0.1159,0.0341,83.14,239.26,205.08,14.29,526.37,458.01,12.99,0.77,68360.37,41.0,True,
